Title,PID
"Benstede, …",reed:1a1931c3-e99a-4496-9de2-456c8d142172
"Forde, Thomas",reed:a88a840c-189f-4977-8f73-c64bf9f41147
"Woodville, Anthony",reed:91b510fc-fd67-4963-9746-4d3605605ad8
"Compton, William",reed:8a87f6f6-1a04-43ce-846b-13512b3add5f
"Browne, Thomas",reed:14d73a51-4216-488b-84f5-038d211c94ac
"Fludd, Richard",reed:d437a8bb-e6c8-4a5d-9d80-4f0680dc9cd0
"Brewer, Thomas",reed:9de38364-5938-4fe5-95a2-4cfa9e1e70ec
"Eland, William",reed:09d64ac5-6915-403e-b988-94779ce218f0
"Bing, George",reed:e5f3bc8c-6a34-4a0c-a518-b170a92001ce
"Hutton, John",reed:4562a4f9-38c7-4636-8813-764ba792eedd
"Wansted, Francis",reed:788bfccf-9ec5-4146-b12f-786b0762aa36
"Davison, Francis",reed:9c65ca81-12e3-433b-96b3-3c07b2e56c65
"Newdigate, John",reed:8bb7d5ab-5016-4020-9d80-b5b86b5d9f30
"Honychurche, William",reed:5fe986ce-36dd-4d98-8266-da2f8981980b
"Whiteway, William",reed:e4e8c59c-518f-4b5f-a081-201d70513f7e
"Harreys, William",reed:4f5e4a6c-59d9-4860-a360-b00ad7712f2d
"Gashill, William",reed:ef4ad21a-082b-4531-9e33-4afb49525b72
"Gilbert, John",reed:aa268c9f-30ba-4ce0-862e-8204ceef4a78
"Gyske, Robert",reed:9aa384cc-28e7-4bca-960c-b996fa768213
"Best, Charles",reed:224b7376-d9d0-42ff-b42c-fd7daa221192
"Browne, Anthony",reed:69f47d7e-dce5-4b08-be55-37b56007f7ab
"Sidney, Phillip",reed:e0a92355-63c7-4e61-8607-41898602c328
"Ulric, Duke of Holstein",reed:add2b66c-a29f-45b3-81b3-ad1751eb5de7
"Goad, Christopher",reed:baec2a1c-89af-4969-8c4a-e5bf11ab14e9
"Davenport, Hugh",reed:a552ecab-d6f2-4c4a-a972-86c4b6289428
"Condell, Henry",reed:534780c9-61a3-4b96-9db2-8a7d68362b97
"Pope, Dudley",reed:25ffedde-0ca9-4cf8-94e4-f85efe9596c5
"Proctor, Richard",reed:f2366dcb-07ac-478f-aff4-eab43990ad03
"Crayford, Guy",reed:d56e01a8-3802-4050-97bc-13339772c017
"Norton, Thomas",reed:d22e21dc-4ff7-4fd4-ac8e-cab4ea0a16dd
"Herbert, Philip",reed:1e911f61-7e0e-4e98-a344-76ff37a6815c
"Beale, Robert",reed:a00f9927-8e88-47a2-835d-add00cba7de1
"Fletcher, Reginald J.",reed:96f8b97c-c4ae-41df-9559-460d520c6365
"Stapleton, Henry",reed:e3eb0d15-a0c1-4bee-af76-605e83230664
"Ellis, William",reed:b11d02ca-0b87-4936-93da-7adecdacb2cb
"Tanner, George",reed:19975820-8165-4fb1-828a-e7c0f8110ca0
"Herbert, Gerard",reed:a5913f9c-399e-407e-8116-72a2866d5841
"Aspland , M.",reed:73389f1d-b6c4-468b-8174-d49955269497
"Abnett, William",reed:05ecb1bc-2904-4ec8-8531-217185efd72d
"Hitchcombe, Robert",reed:b1ec48f0-5d7a-4657-b893-4e3ba3774be6
"Priuli, Antonio",reed:5b8839be-671b-43e9-91cc-4cbdf3a355a8
"Appulton, Roger",reed:fed13c76-17bc-41b5-8045-7d5a9407ffce
"Papson, John",reed:00a34699-62f3-42cb-8893-2ced53b2beac
"Nevill, William",reed:54f5a777-5213-4346-be1b-2d63ff49954e
"Rutter, John",reed:d56afbd2-081a-4230-bcc8-bec5a9b02fa8
"Sydley, …",reed:6068f051-9844-496a-89a3-48fd9b562414
"Bray, …",reed:04cecc7b-72c3-4619-a331-13860e3e7275
"Prynne, William",reed:d4af39cf-8243-414e-b19e-0165005c7c5d
"Marston, John",reed:b0ee1870-069d-441f-93ed-3a5c4201f10a
"Castell, Robert",reed:31756bc3-dfb0-445b-bf73-1e3033acd57a
"Cusack, Thomas",reed:5dfa5695-ae97-4c98-bbc3-0fec47d29936
"Button, William",reed:a1ac2531-3c26-4a58-946d-9a96b5906a98
"Goodyeere, John",reed:f9180f4c-c4ab-4451-9d35-33efa7885eb0
"Herman, Nicholas",reed:b8fc72ae-51fe-4625-a5f1-0b7fd169a2b9
"Brent, Nathaneal",reed:14591987-5f5e-4933-979b-1fa0fb2bde7c
"Angeir, Francis",reed:456fece4-d856-4b7b-a80f-8d22f4f376a7
"Bedingfeild, Thomas",reed:683e79f9-50ad-4465-819c-b49bfbb064be
"Gatacre, Thomas",reed:841e8599-2a1e-433a-908e-d37d28ac32ec
"Andrewes, William",reed:0f0edb9e-5d80-4c97-adf7-06d26fd9e69a
"Richardson, Charles",reed:243e3067-30f3-402e-9ca3-87e4a71bc700
"More, John",reed:6679a860-f52d-422c-aa85-73764588aad8
"Devereux, Penelope",reed:566a4bb6-e5ce-4170-ae1a-0ee0e8973f13
"Barker, Francis",reed:f5c4be75-4d0e-43de-9a2b-e80163ca1aa1
"Smyth, James",reed:14741d0c-5ad2-43c2-9fb6-7c79fcb4224e
"Cooly, …",reed:bc415609-79c1-414e-af01-1e18681f9872
"Fortescue, John",reed:2934a258-d078-4f78-89dc-1fd20bc1b5cf
"Steele, Mary Susan",reed:02c8f2ef-9478-4a31-90ab-f66248f46eac
"Bacon, Anthony",reed:e74f0ee3-95b3-4c23-b2b3-635cc00ba9f6
"Neale, Thomas",reed:c0007196-29ae-4eb3-bef0-fb3ccd0b403f
"Lambert, Thomas",reed:87f100cb-a374-473b-92ff-a3a41f47d1d3
"Lisle, William",reed:cb882bbc-e554-4bd0-bab0-59bd2befd723
"Moseley, Edward",reed:8e9dd9d4-9e2c-4ffa-864a-98a0938358b6
"Jenour, John",reed:8998797b-e5ec-41d1-b4cf-eab2076ec232
"Hill, Robert",reed:af00ad8b-37db-4901-acb5-fb67569feb19
"Hutton, Richard",reed:03b215ed-dc66-4468-966d-7cbfd2bf843c
"Bacon, Francis",reed:e907ea02-90e4-476a-a856-fb8268cd7449
"Wriothesley, Mary",reed:96a16c96-3958-48fe-9f20-70a5bbbef895
"Fettiplace, Edward",reed:153a6d8f-8b7c-4023-91b3-e896fdf8bb01
"Onley, John",reed:d70b9020-9708-45f5-b28a-9e0fb7234a07
"Heywood, Stephen",reed:4b997642-0114-4c07-a3ec-d484299a824c
"Baker, Sir J.H.",reed:5871147d-8acc-439c-bcd6-98efb706c724
"Leach, Thomas",reed:effec83c-6067-4905-9982-2c9e6f72af46
"Mills, John",reed:888a3f23-f15f-4634-adb1-fd068f3e997e
"Browne, William",reed:c6cac9d1-987a-4a66-9e61-23fcb6d2ffdc
"Carr, Robert",reed:50044ba6-aa5f-45a2-9c9b-d9ce7c12a2bd
"Howard, Frances",reed:e9c93bf3-d301-4f4c-a4c6-da4180b55ea1
"Edward IV",reed:be3ccb3d-e6d5-41d8-9106-c847a4309fb3
"Middleton, Thomas",reed:d798be64-01cc-4c83-be76-fcebbe4e6346
"Rastell, William",reed:cdba43d5-0504-4934-9fdf-439603611736
"Revell, Richard",reed:fe9b51a3-faf1-4382-916b-ddc758eb56c6
"Kemp, Henry",reed:573b27c9-74fd-439e-ab5d-36c142ed66a4
"Saundys, Henry",reed:7fa29202-b985-43d0-a061-cd7b4def4096
"Staverton, Patrick",reed:93915586-8654-4796-9b5a-c5ee76e9373f
"Shelton, Richard",reed:61fe5d48-07a2-4ff6-aefb-197b37bd6133
"Kitts, William",reed:b63af734-2ac5-4ea4-a804-e328b6373f5b
"Napper, Robert",reed:faaf36fe-8479-4591-abd9-ec8fc3b9e9ee
"Southland, Thomas",reed:7fd8d235-0324-432a-9622-f7ae4120df56
"Wade, Guy",reed:20f9234e-b5c4-4785-92cc-04d9e488213f
"Waller, Thomas",reed:7210765b-e2f5-402f-9f1e-0061c8d83dc2
"Prest, Wilfrid R.",reed:2237617f-4756-4c26-beef-90d2dffab376
"Theoball, John",reed:0e6b02af-07ef-485e-b0e5-c7b5247e4925
"Rich, Robert",reed:63b3be89-1e59-42d5-ab1d-0f96cdf527e0
"Frederick V",reed:835bd31f-f4b6-42b3-91b3-4338f67cce2a
"Escourt, Thomas",reed:b21ea246-7a42-4b9e-bcce-4141f7d8549a
"Herbert, Edward",reed:13a8ec9c-fad3-45a9-9381-1104a3e18c93
"Crayne, Henry",reed:bed0e7ec-75f8-4da8-8efc-9f80fee0e8ea
"Ascough, Edward",reed:7484574d-f6a4-426e-8750-e01be9e0b193
"Broket, …",reed:d42697d9-1858-40bb-93d8-784611b4d2cd
"Edward VI",reed:5dc297cd-8c8b-4ba6-b3d2-853c1fd66b95
"Crewe, Thomas",reed:86706531-d93a-4320-adf3-4e72ae5c1aa4
"Drury, Robert",reed:b7b47243-daa1-4fc4-9136-aee2cb5586a7
"Roper, John",reed:8909f435-e162-489e-82ae-234e965a82d5
"Ashley, Andrew",reed:b91d1a65-0a30-4c93-bf47-1289c3f71d49
"Greenwood, John",reed:667bc201-647b-46d3-80bf-c42c00b63da1
"Udall, Johanna",reed:766ea0c6-fea9-4afb-aed6-188d0d0b7620
"Adderly, Charles",reed:a8727e49-822f-4270-8588-282edf23a296
"Albany, Robert",reed:ab4f9285-b54c-49e7-a96a-376e360e7ce6
"Cobb, William",reed:045a0664-a68b-4864-8f00-edb4fd2f4868
"Dawney, John",reed:c15fa19c-e29b-4215-b04a-b74acbe87149
"Marshe, John",reed:f5227ff6-b7d7-4991-9fab-016ae53ea6c3
"Farrar, William",reed:45c99d93-3d89-4b74-a279-d7d77f8f463d
"Hale, Matthew",reed:f17640ab-c60d-4265-b7a7-830f0e695be1
"Atkins, Edward",reed:272f363a-2c29-409b-a4b0-81e2028d611a
"Benefeild, David",reed:cb2d9aad-e3e2-4c0a-892a-cab1dcd95864
"Marschall, Thomas",reed:4720a723-65c5-4818-892a-044f175f432b
"Kemp, Robert",reed:8d5abcf6-7de9-422d-912a-b9561d3639d7
"Kemp, Robert",reed:13be44fd-6442-4f08-9eb4-ce67de839637
"Lort, John",reed:eb4eb812-b140-4807-847f-23e6bae51951
"Hoskins, John",reed:d36ec88c-7359-4739-ae04-5b3b5563b0b9
"Feilding, Susan",reed:44c41495-1c83-4fff-b283-6bff5faae053
"Pollard, Timothy",reed:c1f30275-7512-4a8d-9b2f-1cf81c53c11e
"Arlidge, Anthony",reed:d0bf2739-cdd5-4df4-a9a3-cb8ef6fe749b
"Morris, Edward",reed:28c1f6bf-e947-4982-b412-90766d738cc2
"Mason, Robert",reed:d4ec17b5-1407-456b-aa9b-c6bf73286e17
"Ansell, Richard",reed:5bfc884f-e3d5-4080-b601-9b1331701288
"Downes, Roger",reed:a2d1ba61-fac1-40ae-acee-e961290cf252
"Jones, Mary",reed:dc74264e-df66-46a3-b564-285409497764
"Charles, Count of Charolais",reed:a55635bf-6c81-4118-bd25-b9dd3539c82b
"Gamble, John",reed:467e7636-a0cc-443f-8d08-26ade29c890b
"Howard, Henry",reed:9d93269f-f754-4ea7-9137-623830364ee6
"Jordan, Nicholas",reed:7f640c71-d69d-4a44-8572-b500c5386cd6
"Manners, Edward",reed:f4c7712a-43bd-4370-b26d-570940d8c39f
"Copley, Walter",reed:97d009f9-03d8-4e8b-ac18-949ab92c7505
"Dalygod, John",reed:135ec331-bf98-4c17-8121-2cc42f118e51
"Way, Thomas",reed:d65c8da4-893d-4b76-82aa-a33018818ca4
"Goldwell, John",reed:d13f00a6-815a-4681-ae05-f68028586253
"Vyvyan, Richard",reed:f1adecb5-2cd3-41e3-85b2-5b0e5215d00a
"Gyfford, John",reed:da46d86c-ae42-44f7-ab3e-0f95b3b388fc
"Preston, Jean F.",reed:02ca87cc-d8aa-4679-820f-a38a53eef8a6
"Tristram, John",reed:85f1f516-f19e-4d0e-84c7-188b42929aff
"Ammery, Robert",reed:2943498c-1777-468d-b065-51dcc4bdc6f5
"Lamploughe, Thomas",reed:17c5850c-a99e-4d62-aece-82045ee7b6c4
"Chettwood, ...",reed:acdb4b38-df50-4e58-9276-61b3c7ee8317
"Jones, Phillip",reed:4e87cdb8-d58e-4714-ac07-de88203a69b2
"Russell, R.",reed:f78898ec-4a5e-4a55-9e85-c0b57ceeb158
"Croke, George",reed:637ebf32-61c2-4659-bc5b-6d96037af29a
"Wilmot, Robert",reed:8965a7ef-8d98-4118-a60c-9f0218954bc7
"Osbaldeston, Lambert",reed:7a33e8bc-27a4-4eda-b8d1-601b97ca6536
"Hatclyff, William",reed:91969f5e-e0a5-41f2-98b1-651e216b82d4
"Cheeke, Thomas",reed:afb5dce7-6d77-4c33-bca6-975f527e3abb
"Warham, William",reed:b587f9ee-9f04-4f4d-894a-9334636dffea
"Forcott, John",reed:bd5f2239-2bd9-4d83-b0d0-f81cfdbac10a
"Aleyn, ...",reed:a4c37771-7e5f-45bc-a1ea-6e118d00740c
"Wyat, ...",reed:d23e4309-8b05-4a8c-be4c-8b314c305c35
"Manwood, Sir Roger",reed:ffebecdf-b574-453e-a52f-347be0d3a592
"Grantham, Vincent",reed:5105eac0-5065-4b47-8a91-43a6c24b4c19
"Feilding, Elizabeth",reed:1e615ffb-9271-4cee-8cde-9d6f31688019
"Finch, Henry",reed:2499fa58-65a8-40ef-af27-9e9d19b68d05
"Walrond, Roger",reed:b521d18c-e3dc-4836-9009-75aaa5cf53b2
"Marschall, John",reed:7489fdc2-b920-4a8f-aaf4-1c074478215c
"Uvedale, Thomas",reed:20157521-9b12-4773-9ccc-7fe4e6d0bbd8
"Heke, William",reed:c1ea9019-1676-4180-8434-eb14276f292f
"Norres, …",reed:9f0dcd25-36a0-4cff-85f7-b4e584689f5b
"Lawes, William",reed:7b01c453-8561-4665-be42-8d372657eca4
"Elltostes, Thomas",reed:98c9cf16-764a-426d-a3ca-3aa4646d843e
"D’Ewes, Sir Simonds",reed:41a725da-4109-4e8d-84bf-9e4740dba111
"Cardell, Thomas",reed:77bd131c-7f81-4af1-b675-1e36446f2bf0
"Glinne, William",reed:fceee98e-5829-40f9-9fa1-0256c3285161
"Field, Henry",reed:d3f10fab-863e-487b-94c2-3eb4064be8c1
"Pearson, Francis",reed:28eeb4ef-4d5c-4788-b17f-e5cedb93c1f2
"Paston, John",reed:cba40091-12c1-4d98-9357-33abf9658940
"Anton, ...",reed:194c8ac1-163d-4212-94e4-bec14cb59e73
"Laventhorpe, Thomas",reed:95b4cf44-8d7d-443f-a185-169457791f0a
"Carey, George",reed:342467ea-3acf-4ac9-959d-d67209d9e4db
"Charles I",reed:78551a5c-1784-469f-a0f9-3ccc12c58fb6
"Heminges, John",reed:89536ad1-e3a1-4e6e-8627-5477090e2cdc
"Dun, Daniel",reed:3dc5ae73-2045-467f-849c-e6af388dd101
"Croftes, Thomas",reed:66ef7408-f60f-4903-89c8-376f1faf29f5
"Ferne, William",reed:e74ddeaa-498b-40b1-88a0-07b321f313ea
"Simpson, Percy",reed:31061094-ef19-4e7b-a89a-a15642b50bbf
"Rogers, Roland",reed:66390958-5063-4669-a308-66f30b2ac7e1
"Puckering, John",reed:74fd345d-ec38-48e4-8dbb-6ba2b238f87d
"Conyers, Christopher",reed:64572315-91c1-488b-8901-4c32f13a0938
"Rumsey, Edward",reed:3e7047af-5c14-4d25-89b9-c7910ee2017e
"Hele, Lewis",reed:bb462910-29d8-4a89-9127-013a731c8dae
"Maycott, Richard",reed:88be300a-4d36-4180-8f66-850ffa47a156
"Debenham, Robert",reed:27d7cf49-3429-4dc2-8440-04057b502928
"Metham, Thomas",reed:5a62d6aa-1dcf-4b3d-8e9b-4ac9eb461bb1
"Powell, Edward",reed:37be5e47-ce4b-4b05-adf4-56babc879f36
"Goddolphyn, ...",reed:9d498b7a-07ef-4869-896e-31fbe528b530
"Fitzjames, John",reed:7ded22b9-4e34-4498-94d6-b18c950ce280
"Hyde, Edward",reed:0ff19a6f-364f-4cda-bff9-f44707b3ea2f
"Thornburgh, Robert",reed:1eb28a57-e7d9-4593-a70e-95a23eff5a87
"Lydall, Richard",reed:173708f9-b916-433f-84f0-99d4ae0ee5ea
"Norton, John",reed:e4a1168e-d5ab-4218-9ced-5c575b86fa2c
"Baldwin, Richard",reed:17a52e94-9fe6-4a9f-99ab-7609790dc229
"Lacy, Henry",reed:b736f5a5-35b8-4c74-8f2d-dccb2138abf0
"Lawson, Ralph",reed:9cf420d0-1814-4f14-8385-9894d6d95d81
"Heydon, William",reed:3b78a8be-3c6b-414f-a637-ac6504ccf6f3
"Brooke, Arthur",reed:aa29eda3-ba2a-452b-b8f4-d779ea261b75
"Fitzgerald, Christopher",reed:824be9c7-3b5c-4858-8dc7-5ea5daa52d5d
"Heynnyngham, Anthony",reed:d03a62db-d575-462b-a9b7-0accd0ff2dd3
"Garrard, George",reed:cfbe3b42-ce67-4a24-b6c2-79d61a235301
"Littleton, Thomas",reed:6aa62472-fb5e-4e4f-80ab-79a25ef206f5
"Mason, Richard",reed:91bc6635-9fab-4d76-89c3-4f889dbe35b4
"Montagu, Charles",reed:fd0104cd-5ef6-4887-b563-f56d1b725c2a
"Tryon, Samuel",reed:700621b9-9039-49da-91b6-877f723b764b
"Fane, Thomas",reed:3c8dee85-f39c-4927-b98d-92dd67a1a6e7
"Tate, John",reed:bb6944e5-23af-443c-aeac-18e516ca3490
"Cutts, John P.",reed:35ae4936-458c-4e68-8ca8-10cad16db3ce
"Staunton, William",reed:c2e06a90-f8bd-4071-87dc-b4111c5c1799
"Winwood, Ralph",reed:f6110081-3a4d-4c70-b1cb-352a7878e7e8
"Barnardiston, George",reed:9353b1f1-156d-4dae-90b3-e0a826b863ce
"Grey, Arthur",reed:c0ea6250-43eb-4c28-ad8d-27c797337a3a
"Horsey, …",reed:e11da955-23d4-47df-8d8b-c83c0cd1a67b
"Daye, Robert",reed:a6335f99-9411-49ae-8e92-22fc52d4589a
"Vennar, Richard",reed:d4a3da13-f30f-4cb3-bb9d-46009e347350
"Dethicke, Francis",reed:50644c43-69df-442d-b702-c957e61cb876
"Wythe, Robert",reed:d6e9fa49-1977-4351-a216-0d1fa9cc3055
"Conyers, William",reed:5a14e9ac-d95f-44c2-9a33-aa2a3e62e469
"Freeman, John",reed:b7feb5b6-9b68-421e-94e0-2054dd10796c
"Emson, Thomas",reed:19043686-f403-41b4-8f45-11d07f190e8c
"Chamberlain, John",reed:1bc0d9ab-b2ba-4c4f-865d-51c1e3e11885
"Wright, Thomas",reed:18b9376a-2402-44e0-917e-bcf546edf23a
"Michell, John",reed:6e74aaf0-f55e-4fc8-9789-6ea961cc50bf
"Lancaster, Thomas",reed:e94b1196-d56a-411e-8596-cd0bec21c7f1
"Dowdall, …",reed:fa34da0a-92ae-4f96-88f0-1a2f222453e3
"Coke, Edward",reed:0c34cfbb-c494-455a-b64b-7f7c6ab04f0a
"Thimblebye, Gilbert",reed:63093cee-2a84-4100-a4b1-41ed825023fb
"Willis, Thomas",reed:59f4f763-24d1-4d01-bef9-4acc8aca4380
"Hanford, Humphrey",reed:3bd3bb2b-6740-4915-823e-a619e204d05d
"James IV",reed:976cde6e-7c5a-4dd5-acd1-716af846e7c1
"Yeandle, Laetitia",reed:a9f01d45-4929-40ec-827c-7ab9d2c93286
"Davenport, Henry",reed:872e8e29-7427-4df3-920d-735fffc52775
"Argent, John",reed:03bf7def-ea8a-4fae-bcb5-d8308e978f75
"Courthop, Thomas",reed:16621bb9-1677-44df-8adf-88479c8537bd
"Newdigate, John",reed:3c876f8c-1b46-44e9-8b42-5c621189818e
"Carmynowe, John",reed:731306a9-0eac-4cac-bab2-df93b8d6f63d
"Inglebye, William",reed:3a274809-13bd-40e6-9685-e7b88b28936f
"Skarnyng, Edmund",reed:e4906ac8-542f-4aa9-a82f-9f831a3e408d
"Glascott, Edward",reed:4c07b9c9-5aa5-4476-b564-92b196c68f61
"Gravener, ...",reed:4d62ca7f-fe95-4744-ad0b-be2d51794e07
"Jermy, John",reed:9d10869d-b974-4c94-a25e-17b11beec38d
"Woode, John",reed:3a5ac708-cab5-4671-a868-45d4ff45deff
"Whitfield, Ralph",reed:9dfd477f-1a46-4535-9dfb-174a6093b288
"Stewart, James",reed:f67ac276-21b1-4dd9-b14b-789d62159765
"Bentley, Charles",reed:1e7a8a12-30a6-491a-a4f9-17d29087e16f
"Corrigan, Brian Jay",reed:7437b2cc-7f3c-457c-9722-6e5089cf7d33
"Adams, Charles",reed:fe62bf62-9922-4874-8eb3-4ffd500faa0b
"Gryffyth, John",reed:278cc118-204f-41a3-8dc7-fe2efd53a281
"Wye, Richard",reed:997b7520-7142-4d41-ac8b-73f270c9857b
"Evans, Hugh",reed:9886b024-13c2-4bcc-820a-eed2680fd5a1
"Lowre, William",reed:5b892969-ad0a-4a6d-9bf2-fc275b87afd4
"Daye, Henry",reed:7dcce6b2-1a91-4354-baf6-81b9bfdfbb49
"Farrant, Richard",reed:53e3629e-b674-4062-b814-72754b480c66
"Davenant, William",reed:06ab72d8-75f7-4021-9fa7-dcf92c2018fc
"Heneage, Thomas",reed:c29e53d9-1c4a-46ab-a4b9-0db97218f919
"Stubbe, Walter",reed:2eb7b911-189c-466f-afdc-8dee36ca473e
"Fernely, Edmund",reed:08deceb4-ed98-4a99-8333-231d6d6ca04f
"Helliar, Charles",reed:91638621-ada5-4ca0-9ab9-1a0f53a8c0d5
"Clerke, John",reed:88f9e0b1-02ad-4576-9b66-a89ef00b5417
"Baugh, Albert C.",reed:1556271f-70ac-40ac-a896-034d8cb91508
"Temple, Thomas",reed:546de858-76ef-4243-a55c-f3549b8075b9
"Salusbury, Thomas",reed:8e7e848d-f61d-4ec1-9306-f83e851e7612
"Willoughby, Thomas",reed:fcb8fa7f-a7c4-46cc-b03a-f04a5e4d2d0a
"Malet, Thomas",reed:b5250f6e-65df-44c0-832a-e738e977cabb
"Grimstone, William",reed:fb190f05-047b-46ab-9c78-d5c834bcedcb
"Cholmeley, Richard",reed:8d442eba-e4c1-4e59-969f-4f3a1a9b7358
"Wentworth, Thomas",reed:30d3edf5-fa28-40e0-a140-ed018b0deadf
"Wheeler, John",reed:a9a42767-8b30-4ab8-9da7-62f62e756717
"Flemming, Thomas",reed:707706d6-86d7-4beb-af80-c8a60364b334
"Bawtrie, …",reed:74b9c3be-597d-4d3a-ae89-f79969baa2e5
"Heydon, Drugo (Drew)",reed:225133f9-b108-49bf-aa8b-e36b379a180e
"Brownlow, Richard",reed:185aaca9-7245-4636-8502-f7b6ffa0448b
"Goldsmith, Clement",reed:8cf188a3-6080-4922-8258-139fb04eb53f
"Tasburghe, John",reed:81025f83-7e66-4434-81ab-ce8d3a390310
"Briggs, Oliver",reed:124aa6d9-96d3-4a9f-b690-f8baf81c3da1
"Chaworth, John",reed:8d0638cd-6429-4023-b906-738e3cfd9e10
"Colwell, Thomas",reed:3953ca91-d7cc-4016-8d71-40210170be20
"Courthop, John",reed:923ab8ce-8f98-4b3f-9799-f6d4c685b317
"Wilde, John",reed:4e49f2a1-fba0-4e81-a762-932bf77a4782
"Broke, Robert",reed:dc77e4e2-57d2-4a99-8ab2-920bea950d84
"Jenney, Christopher",reed:7dda7d47-578e-4f44-ac32-4a4be108906e
"Shirley, James",reed:ac417139-750b-46e7-834d-6d1542ac440d
"Gerrard, William",reed:397e9f19-41a4-438e-a307-79e685bdab88
"Thimblebye, Richard",reed:1d8f1940-869a-4dbe-850f-8a84d65d73b4
"Pryce, John",reed:f0251ed3-ecd7-420f-aa68-8c91c7a2261a
"Young, Alan",reed:d60ae971-10ac-446c-9854-874223eb779a
"Stone, John",reed:8f42509f-2329-4b56-a5b3-1373606782af
"Johnson, John",reed:6c754207-ed16-4f99-9626-686e27efa5c4
"Sheffield, Edmund",reed:4f814f3e-98d6-41cd-b8f4-2efb74600dcf
"Dudley, John",reed:6de8d95d-a319-4dfd-b8a1-689bddc806ce
"Wadding, Paul",reed:9e819b70-1a03-4976-bfb6-912c44c2d857
"Goring, George",reed:9867e320-3e99-42bd-9ffc-63a86f25fcfa
"Ameridyth, Lewis",reed:63145369-3749-44e7-9cc1-209f200f9222
"Davies, Robert",reed:d1490f5a-6e7f-4eec-802f-fe96492c5900
"Bellen, Thomas",reed:2fb1b9d0-4fe2-4dc4-b302-f2b54d1fdbf8
"Herne, Edward",reed:66821b8f-b50c-460f-a51f-815a9aa7b4c8
"Payne, Richard",reed:9834953b-eb72-459e-931e-3c9503a27a55
"Newdigate, John",reed:e519d22b-c9cc-4d99-a166-61d161a548da
"Clerke, Henry",reed:c4ff7f63-9ce8-4ed2-9d75-7b07de50e8a6
"Palmer, Edward",reed:5cf44e12-9c70-44a0-9d6b-76094c02e27b
"Ellis, Edward",reed:dd5a0b12-28d6-4299-954f-9dae49ed92f1
"Frost, William",reed:680158c0-9b1f-4686-9591-bfb0cfc17c0e
"Lloyd, William",reed:04ce303a-a289-4bbb-85b2-4efca96bde06
"Archer, Jayne",reed:8c2b2b86-0e91-4375-afee-9599e4ea1b54
"Jay, Stephen",reed:1cb787b7-093a-4a03-b47f-c7d978ac7708
"Spencer, John",reed:e93af03e-ec03-4169-a177-bda809eb8981
"Cooper, Thomas",reed:5f16cbea-045a-4480-8e41-80571a9f4582
"Woodfill, Walter L.",reed:75e8ca48-cba2-4165-9ef7-32a737521eeb
"Hall, Edward",reed:099c07d6-41bd-4a09-8308-6c777a5cae4a
"Marshe, Thomas",reed:6c71dccb-21b6-4edf-bb12-e0a5ed9f74e1
"Goodman, John",reed:1d8b13c5-95f7-40a7-8339-b0793b68e190
"Hudesfeld, William",reed:621dfb87-677f-4514-a670-db8dd744c920
"Hadsor, Richard",reed:8addc279-a61d-42f7-b334-f3e8e22f958a
"Hart, Henry",reed:88a43390-855b-471c-8f96-69ad66c260fe
"Larder, …",reed:ee399a07-aead-430e-b7f0-20f57ed3ce2b
"Wentworth, Thomas",reed:0b91d231-fe58-4270-a0f7-64af8ce2a302
"Stradling, Edward",reed:694abf1f-d5ba-490f-9242-c4bd0d5c14ec
"Whitelocke, Bulstrode",reed:d3b50a4e-a3ab-41d7-a783-354903bd59c9
"Skewys, John",reed:391f0253-02ef-47cf-b24a-62cd68cc665f
"Saunderson, Thomas",reed:06f55ff5-2e9a-47fa-b1c1-900df3ad6178
"Davye, William",reed:68c138a8-13f4-4c19-9be3-0e6d8421b5f3
"Whetston, Ba.",reed:1f2c4e07-a9f3-4ea0-9b43-3d71f48d257e
"Coprario, John",reed:c7b15c91-1b4b-4761-9523-a4c4915b529b
"Goderiche, …",reed:62cb0bff-e5fd-45cb-9898-0928d96f26e9
"Parker, William",reed:f7de93a6-bbe1-4c8e-8267-9c84b4c6df63
"Corkine, William",reed:97ee2533-d318-4ae9-a0e8-64143cecd51a
"Smythe, Edward",reed:f6520122-0e30-498e-8ad9-4096405a5981
"Saunderson, Robert",reed:387ed747-f58a-406f-9fb8-8e46d7f1846b
"Maunsell, Thomas",reed:55ab7603-1de3-42e1-a215-827075cc13b5
"Davies, Thomas",reed:9e868fb0-623c-486c-a206-8727beeb2b83
"Scrope, Henry",reed:64211d35-d388-4a67-be18-9e17aeedbec2
"Smalpage, T.",reed:40e2ac6b-5cc0-4033-9510-804dc5da6703
"Mary I",reed:8764eda7-0a8c-46c4-9a4b-71de45851de0
"St Poll, George",reed:e3b82417-6071-43f3-8091-70c6c3bca9a1
"Hyde, Lawrence",reed:1c78a254-01ec-41f2-9023-3a43dec9cf4e
"Campnies, William",reed:68e4c02f-ad51-4691-811d-388ff385f61f
"Cecil, Richard",reed:75cf6936-c30d-4858-867b-e8cd1a323533
"Hunter, Thomas",reed:f7aaf46d-d380-46d9-9d02-848e25be31f1
"Norland, Howard B.",reed:4e4cf4c1-dcd8-4a1a-825e-6d107cf6201a
"Bacon, Nicholas",reed:53a2ef78-d3df-41df-9257-e08b2506577d
"Hussey, Anthony",reed:5df6c0cb-87bd-4c75-ac29-526e900a6f61
